Symbol,Issue_Name,Primary_Listing_Mkt
NTETF,Nikkei 225 Exchange Traded Fund Tokyo Units (Japan),U
NTFL,"Network 1 Financial Group, Inc. Common Stock",U
NTFY,Notify Technology Corporation Common Stock,U
NTG,"Tortoise Midstream Energy Fund, Inc. Common Stock",NYSE
NTGL,"NanoTech Gaming, Inc. Common Stock",U
NTGR,"NETGEAR, Inc. Common Stock",NASDAQ
NTGSF,Golden Predator Mining Corp Common Cl A (Canada),U
NTHD,NetImpact Holdings Inc Common Stock,U
NTIC,Northern Technologies International Corporation Common Stock,NASDAQ
NTII,"Neurobiological Technologies, Inc. Common Stock",U
NTIOF,"National Bank of Canada (Montreal, Quebec) Ordinary Shares",U
NTIP,"Network-1 Technologies, Inc.",AMEX
NTLA,"Intellia Therapeutics, Inc. Common Stock",NASDAQ
NTLK,Net Talk.com Inc Common Stock,U
NTME,"NetMed, Inc. Common Stock",U
NTNOF,NORTHERN OCEAN LTD Ordinary Shares,U
NTNTY,Netent AB ADR Unsponsored (Sweden),U
NTNX,"Nutanix, Inc. Class A Common Stock",NASDAQ
NTOIF,Neste Oil Ordinary Shares (Finland),U
NTOIY,Neste OYJ American Depositary Receipts - Unsponsored,U
NTOX,Notox Technologies Corp. Common Stock,U
NTP,Nam Tai Property Inc.,NYSE
NTPL,"Netplex Group, Inc. (The) Common Stock",U
NTPY,"NetPay International, Inc. Common Stock",U
NTR,Nutrien Ltd. Common Shares,NYSE
NTRA,"Natera, Inc. Common Stock",NASDAQ
NTRB,Nutriband Inc Common Stock,U
NTRR,Neutra Corporation Common Stock,U
NTRS,Northern Trust Corporation Common Stock,NASDAQ
NTRSO,"Northern Trust Corporation Depositary Shares Each Representing a 1/1,000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock",NASDAQ
NTRU,Natur International Corp. Common Stock,U
NTSE,WisdomTree Emerging Markets Efficient Core Fund,ARCA
NTSFF,Nanotech Security Corp Ordinary Shares (Canada),U
NTSGF,NATIONAL STORAGE REIT STAPLED SECURITY Australia(AU ),U
NTSI,WisdomTree International Efficient Core Fund,ARCA
NTSLU,Northstar Ethanol LLC Cap Unit Class A,U
NTST,NetSTREIT Corp.,NYSE
NTSX,WisdomTree U.S. Efficient Core Fund,ARCA
NTTCF,Netcents Technology Inc Ordinary Shares (Canada),U
NTTDF,NTT Data Corporation Ordinary Shares (Japan),U
NTTHF,Neo Lithium Corp  Ordinary Shares (Canada),U
NTTIF,Novatti Group Ltd Ordinary Shares (Australia),U
NTTNP,National Gen Hldgs Corp Depository Sh Repstg 1/40th Pfd Ser C 7.50%,U
NTTYY,Nippon Telegraph and Telephone Corporation American Depositary Shares - Sponsored,U
NTULF,Nihon Unisys Ltd Ordinary Shares (Japan),U
NTUR,"Natural Blue Resources, Inc. Common Stock",U
NTUS,Natus Medical Incorporated Common Stock,NASDAQ
NTWB,Northwest Bk & Tr Co Davenport New Common Stock,U
NTWK,NetSol Technologies Inc. Common  Stock,NASDAQ
NTWN,"Newtown Lane Marketing, Incorporated Common Stock",U
NTXFF,Natixis Ordinary Shares (France),U
NTXFY,Natixis Unsponsored ADR (France),U
NTXVF,Nexteer Automotive Group Ltd. HKD Ordinary Shares (Cayman Islands),U
NTZ,"Natuzzi, S.p.A",NYSE
NUAG,Nuveen Enhanced Yield U.S. Aggregate Bond ETF,ARCA
NUAN,"Nuance Communications, Inc. Common Stock",NASDAQ
NUBC,Northumberland Bancorp Common Stock,U
NUBD,Nuveen ESG U.S. Aggregate Bond ETF,ARCA
NUDM,Nuveen ESG International Developed Markets Equity ETF,BATS
NUE,Nucor Corporation,NYSE
NUEC,Nu Earth Corporation Common Stock,U
NUEM,Nuveen ESG Emerging Markets Equity ETF,BATS
NUFMF,Nufarm Limited Ordinary Shares,U
NUGL,"NUGL, Inc. Common Stock",U
NUGN,"NuGene International, Inc. Common Stock",U
NUGS,Cannabis Strategic Ventures Common Stock,U
NUGT,Direxion Daily Gold Miners Index Bull 2X Shares,ARCA
NUGX,Nugenerex Immuno Oncology Inc Common Stock,U
NUHRF,NUHEARA LTD Ordinary Shares,U
NUHY,Nuveen ESG High Yield Corporate Bond ETF,ARCA
NUKK,Nukkleus Inc. Common Stock,U
NULC,Nuveen ESG Large-Cap ETF,BATS
NULG,Nuveen ESG Large-Cap Growth ETF,BATS
NULGF,NuLegacy Gold Corporation Common Shares (Canada),U
NULV,Nuveen ESG Large-Cap Value ETF,BATS
NUMD,Nu-Med Plus Inc. Com,U
NUMG,Nuveen ESG Mid-Cap Growth ETF,BATS
NUMV,Nuveen ESG Mid-Cap Value ETF,BATS
NUNZ,Nunzia Pharmaceutical Corporation Common Stock,U
NUO,Nuveen Ohio Quality Municipal Income Fund,NYSE
NURAF,Nomura Research Institute Ltd Ordinary Shares,U
NURE,Nuveen Short-Term REIT ETF,BATS
NURO,"NeuroMetrix, Inc. Common Stock",NASDAQ
NURPF,Neuren Pharmaceuticals Ltd Ordinary Shares (New Zealand),U
NUS,"NuSkin Enterprises, Inc.",NYSE
NUSA,Nuveen Enhanced Yield 1-5 Year U.S. Aggregate Bond ETF,ARCA
NUSC,Nuveen ESG Small-Cap ETF,BATS
NUSI,Nationwide Risk-Managed Income ETF,ARCA
NUSMF,Nautilus Minerals Inc Ordinary Shares (Canada),U
NUSPQ,New Source Energy Partners L.P. 11.00% Series A Cumulative Convertible Preferred Units,U
NUTTQ,"Nutroganics, Inc. Common Stock",U
NUUU,"Rejuvel Bio-Sciences, Inc. Common Stock",U
NUV,"Nuveen Municipal Value Fund, Inc.",NYSE
NUVA,"NuVasive, Inc. Common Stock",NASDAQ
NUVB,Nuvation Bio Inc.,NYSE
NUVB WS,"Nuvation Bio Inc. Redeemable warrants, each whole warrant exercisable for one share of Class A commo",NYSE
NUVCF,NUVEI CORP Common Shares,U
NUVG,Nuvus Gro Corp Common Stock,U
NUVI,Emo Capital Corp. Common Stock,U
NUVM,"NuVim, Inc. Common Stock",U
NUVR,"Nuvera Communications, Inc. Common Stock",U
NUVSF,Nuvista Energy Ltd Ordinary Shares (Canada),U
NUW,Nuveen AMT-Free Municipal Value Fund,NYSE
NUWE,"Nuwellis, Inc. Common Stock",NASDAQ
NUWEW,NUWELLIS INC Warrant,U
NUWHF,NU-WORLD HOLDINGS SHS (South Africa),U
NUZE,"NuZee, Inc. Common Stock",NASDAQ
NVAAF,Nova Minerals Ltd. Ordinary Shares,U
NVACF,NOVA CANNABIS INC Ordinary Shares,U
NVAX,"Novavax, Inc. Common Stock",NASDAQ
NVCN,Neovasc Inc. Common Shares,NASDAQ
NVCP,NVCN Corporation Common Stock,U
NVCR,NovoCure Limited Ordinary Shares,NASDAQ
NVDA,NVIDIA Corporation Common Stock,NASDAQ
NVDEF,Nevada Expl Inc Common Shares,U
NVEC,NVE Corporation Common Stock,NASDAQ
NVEE,"NV5 Global, Inc. Common Stock",NASDAQ
NVES,Nvest Inc. Common Stock,U
NVFY,"Nova Lifestyle, Inc. Common Stock",NASDAQ
NVG,Nuveen AMT-Free Municipal Credit Income Fund,NYSE
NVGI,"Noble Vici Group, Inc. Common Stock",U
NVGLF,NV GOLD CORP Ordinary Shares,U
NVGNF,Kazia Therapeutics Ltd Ordinary Shares,U
NVGS,NAVIGATOR HOLDINGS LTD.,NYSE
NVGT,Novagant Corp. Common Stock,U
NVIV,InVivo Therapeutics Holdings Corp Common Stock,NASDAQ
NVLPF,NOVA LEAP HEALTH CORP Common Stock (Canada),U
NVMDF,NOVAMIND INC Common Shares,U
NVMI,Nova Measuring Instruments Ltd. Ordinary Shares,NASDAQ
NVMLF,Navarre Minerals Ltd. Ordinary Shares (Australia),U
NVMZ,TrueShares Structured Outcome (November) ETF,BATS
NVNT,"Novint Technologies, Inc. Common Stock",U
NVNXF,NOVONIX LTD Ordinary Shares Australia(AU ),U
NVO,Novo-Nordisk A/S,NYSE
NVOOF,Novo Resources Corp Warrant Exp 08/27/2023 (Canada),U
NVOS,"Novo Integrated Sciences, Inc. Common Stock",NASDAQ
NVPLF,Nevaro Capital Common Stock (Canada),U
NVQ,Qraft AI-Enhanced US Next Value ETF,ARCA
NVR,"NVR, Inc.",NYSE
NVRO,NEVRO CORP.,NYSE
NVRVF,Novra Technologies Inc Ordinary Shares (Canada),U
NVS,Novartis AG,NYSE
NVSA,New Vista Acquisition Corp Class A Ordinary Shares,NASDAQ
NVSAU,New Vista Acquisition Corp Unit,NASDAQ
NVSAW,New Vista Acquisition Corp. Warrant,NASDAQ
NVSEF,Novartis AS Basel Namen AKT (Switzerland),U
NVSGF,Nevada Sunrise Gold Corp. Ordinary Shares (Common Shares),U
NVST,"Envista Holdings Corporation Common stock, $0.01 par value per share",NYSE
NVT,nVent Electric plc Ordinary Shares,NYSE
NVTA,Invitae Corporation,NYSE
NVTQF,TRENCH METALS CORP Ordinary Shares,U
NVVE,Nuvve Holding Corp. Common Stock,NASDAQ
NVVEW,Nuvve Holding Corp. Warrant,NASDAQ
NVYAF,Navya Ordinary Shares  France (FR),U
NVYTF,Novacyt Shs Nom Non Liberee (France),U
NVYYF,EMINENT GOLD CORP Common Shares,U
NVZMF,Novozymes A/S Ordinary Shares,U
NVZMY,Novozymes A/S Unsponsored American Depositary Receipt,U
NWARF,Norwegian Air Shuttle Asa Ordinary Shares,U
NWAU,"NowAuto, Inc. Common Stock",U
NWBD,"New World Brands, Inc. Common Stock",U
NWBI,"Northwest Bancshares, Inc. Common Stock",NASDAQ
NWBO,NORTHWEST BIOTHERAPEUTICS INC Common Stock,U
NWBTF,NEWBORN TOWN INC Ordinary Shares,U
NWCI,"Newcardio, Inc. Common Stock",U
NWCN,Network CN Inc. Common Stock,U
NWCOP,Newscorp Preferred Stock,U
NWDHU,Newhall Holding Company LLC UNIT CL A,U
NWDMF,Capella Minerals Ltd Common Shares,U
NWDVW,New Media Investment Group Inc. Warrants Expiring 11/26/2023,U
NWE,NorthWestern Corporation Common Stock,NASDAQ
NWEAF,NATIONAL WESTMINSTER BANK PLC 9% NON-CUM PREF SHS - A - (United Kingdom),U
NWEGF,Norwegian Finans Holding ASA Ordinary Shares (Norway),U
NWFAF,New Focus Auto Tech Holdings Ltd HK Shares (Cayman Islands),U
NWFL,Norwood Financial Corp. Common Stock,NASDAQ
NWG,"NatWest Group plc American Depositary Shares, (Each representing 2 ordinary shares)",NYSE
NWGC,New World Gold Corporation Common Stock,U
NWGIW,ELYS GAME TECHNOLOGY CORP Warrant 08/15/2025 Warrant,U
NWGN,"NewGen Technologies, Inc. Common Stock",U
NWHAF,Handa Mining Corp  Ordinary Shares,U
NWHM,THE NEW HOME COMPANY INC.,NYSE
NWHUF,Northwest Healthcare Properties Real Estate Investment Trust Unit (Canada),U
NWIFF,Nuinsco Resources Limited New Ordinary Shares (Canada),U
NWITY,Network International Holdings PLC Unsponsored ADR (United Kingdom),U
NWKHY,Netcare Ltd Unsponsored ADR  (South Africa),U
NWKLF,Network Int'l Holdings Ltd Ord Gbp 0.10 (United Kingdom),U
NWL,Newell Brands Inc. Common Stock,NASDAQ
NWLI,"National Western Life Group, Inc. Class A Common Stock",NASDAQ
NWLXF,NEWLOX GOLD VENTURES Common Shares,U
NWMH,"National Waste Management Holdings, Inc.  Common Stock",U
NWN,Northwest Natural Holding Company,NYSE
NWNNF,New Century Resources Ltd Ordinary Shares (Australia),U
NWOL,"North West Oil Group, Inc. New Common Stock",U
NWPG,"Newport Gold, Inc. Common Stock",U
NWPHF,Newron Pharmaceuticals SPA Ordinary Shares (Italy),U
NWPIF,ClearStream Energy Services Inc. Common Shares,U
NWPN,Now Corporation (The) Common Stock,U
NWPP,"New Peoples Bankshares, Inc Common Stock",U
NWPX,Northwest Pipe Company Common Stock,NASDAQ
NWRCF,KENORLAND MINERALS LTD NEW Common Stock,U
NWRLY,New World Department Store China Ltd. Unsponsored ADR (Cayman Islands),U
NWS,News Corporation Class B Common Stock,NASDAQ
NWSA,News Corporation Class A Common Stock,NASDAQ
NWSAL,News Corporation Shares B CHESS Depositary Interest Representing 1 Share,U
NWSGY,NWS Holdings Limited Sponsored ADR (Bermuda),U
NWSLL,News Corp NEW Shares A CHESS Depositary Interest Representing 1 Share,U
NWSTF,New Standard Energy Ltd Ordinary Shares (Australia),U
NWSZF,NWS Holdings Limited Ordinary Shares (Bermuda),U
NWTCF,NEWTECH CO LTD TOKYO Ordinary Shares  Japan(JP ),U
NWTM,NEW TMW TOPCO INC Common Stock,U
NWTNY,Newton Res Ltd ADR (Unsponsored) (Cayman Islands),U
NWTT,"NW Tech Capital, Inc. Common Stock",U
NWUC,Nationwide Utilities Corp. Common Stock,U
NWVCF,Enwave Corp Ordinary Shares,U
NWWCF,"NEW CHINA LIFE INS CO LTD, BEIJING SHS -H - (China)",U
NWWDF,New World Development Co Ltd. Public Co Ltd. by Shs After Shs (Hong Kong),U
NWWTF,Newnote Financial Corp. Ordinary Shares (Canada),U
NWXJ,"NewAx, Inc. Common Stock",U
NWXPF,"Newport Exploration, Ltd. (Canada) Ordinary Shares",U
NWYF,Northway Financial Inc. Common Stock,U
NWYU,"New You, Inc. Common Stock",U
NX,Quanex Building Products Corporation,NYSE
NXC,NUVEEN CA SEL TAX-FREE INC,NYSE
NXCLF,Lifull Co Ltd Ordinary Shares,U
NXCR,NexCore Healthcare Capital Corp. Common Stock,U
NXDCF,"NEXTDC Ltd, Brisbane QLD Ordinary Shares (Australia)",U
NXE,NexGen Energy Ltd. Common Shares,AMEX
NXEN,"Nexien BioPharma, Inc. Common Stock",U
NXEOW,"Nexeo Solutions, Inc. Warrants Expiring 06/09/2021",U
NXEPF,Nexen Tire Corp Preferred Ord Shares (Republic of South Korea),U
NXFNF,NEXT FIFTEEN COMMUNICATIONS GROUP PLC Ordinary Shares,U
NXGB,"NxGen Brands, Inc. Common Stock",U
NXGIF,NEXUS GROUP INTERNATIONAL INC Ordinary Shares,U
NXGM,"NexGen Mining, Inc. Common Stock",U
NXGN,"NextGen Healthcare, Inc. Common Stock",NASDAQ
NXGPF,Next Group Plc Ordinary Shares (UK),U
NXGPY,Next Group Plc Unsponsored ADR (UK),U
NXGT,"Nexteligent Holdings, Inc. Common Stock",U
NXGWF,Next Green Wave Common Shares (Canada),U
NXJ,Nuveen New Jersey Quality Municipal Income Fund,NYSE
NXLLF,NUIX LTD Ordinary Shares,U
NXMH,NEXT MEATS HLDGS INC Common Stock,U
NXMR,"NextMart, Inc. Common Stock",U
NXN,NUVEEN NY SEL TAX-FREE INC,NYSE
NXNN,Nexeon Medsystems Inc Common Stock,U
NXOPF,Nexoptic Technology Corp Common Shares,U
NXP,NUVEEN SELECT TAX-FREE INC,NYSE
NXPGF,National Express Group plc Ordinary Shares (UK),U
NXPGY,National Express Group plc Unsponsored ADR (United Kingdom),U
NXPI,NXP Semiconductors N.V. Common Stock,NASDAQ
NXPRF,Nexans Paris Ordinary Shares,U
NXPS,"NexPrise, Inc. Common Stock",U
NXQ,NUVEEN ELECT TAX-FREE INC 2,NYSE
NXR,NUVEEN ELECT TAX-FREE INC 3,NYSE
NXRA,"Nextera Enterprises, Inc. Class A Common Stock",U
NXRT,NexPoint Residential Trust Inc,NYSE
NXSCF,NEXT SCIENCE LTD Ordinary Shares  Australia (AU),U
NXSI,"Nexis International Industries, Inc. Common Stock",U
NXSL,"Nextech Solutions, Inc. Common Stock",U
NXST,"Nexstar Media Group, Inc. Class A Common Stock",NASDAQ
NXTBF,NEXT BIOMETRICS GROUP AS Ordinary Shares (Norway),U
NXTC,"NextCure, Inc. Common Stock",NASDAQ
NXTD,"Nxt-ID, Inc. Common Stock",NASDAQ
NXTFF,Nextraction Energy Corp Ordinary Shares,U
NXTG,First Trust Indxx NextG ETF,NASDAQ
NXTH,"NXT Nutritionals Holdings, Inc. Common Stock",U
NXTN,"Next10, Inc. Common Stock",U
NXTTF,Namaste Technologies Inc Ordinary Shares (Canada) Common Shares,U
NXTUF,FIRST TR GLOBAL FDS PLC SHS CLASS -A- JPY ETF (Ireland),U
NXTYQ,Nexity Financial Corporation Common Stock,U
NXU,Novus Capital Corporation II,NYSE
NXU U,"Novus Capital Corporation II Units, each consisting of one share of Class A common stock and one thi",NYSE
NXU WS,"Novus Capital Corporation II Redeemable warrants, each whole warrant exercisable for shares of Class",NYSE
NXXGF,Nexus Gold Corp Ordinary Shares,U
NXXTF,Next Games Oyj Ordinary Shares (Finland),U
NXYAF,Nexity Shs Cat -A- (France),U
NYC,"New York City REIT, Inc.",NYSE
NYCB,"New York Community Bancorp, Inc.",NYSE
NYCB PRA,"New York Community Bancorp, Inc.",NYSE
NYCB PRU,New York Community Capital Trust V (BONUSES),NYSE
NYF,iShares New York Muni Bond ETF,ARCA
NYLE,Nyle Intl Corp Common Stock,U
NYLXF,Nylex Malaysia Bhd Ordinary Shares (Malaysia),U
NYMT,"New York Mortgage Trust, Inc. Common Stock",NASDAQ
NYMTM,"New York Mortgage Trust, Inc. 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",NASDAQ
NYMTN,"New York Mortgage Trust, Inc. 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",NASDAQ
NYMTO,"New York Mortgage Trust, Inc. 7.875% Series C Cumulative Redeemable Preferred Stock",NASDAQ
NYMTP,"New York Mortgage Trust, Inc. 7.75% Series B Cumulative Redeemable Preferred Stock",NASDAQ
NYMX,Nymox Pharmaceutical Corporation Common Stock (Bahamas),NASDAQ
NYOM,NYC on the Move Inc Common Stock,U
NYRSY,"Nyrstar NV, Bruxelles American Depositary Receipts - Unsponsored",U
NYT,New York Times Co.,NYSE
NYUKF,Nippon Yusen Kabushiki Kaisha Ordinary Shares,U
NYVA,Nyvatex Oil Corp Common Stock,U
NYWKF,NTG Clarity Networks Inc Ordinary Shares,U
NYXFF,NYXOAH S A  Ordinary Shares,U
NYXO,Nyxio Technologies Corporation Common Stock,U
NZEOF,New Zealand Oil & Gas Ltd Ordinary Shares,U
NZEOY,New Zealand Oil & Gas Ltd American Depositary Receipts - Unsponsored,U
NZERF,New Zealand Energy Corp. Ordinary Shares (Canada),U
NZF,Nuveen Municipal Credit Income Fund,NYSE
NZIH,"NZJ Holdings, Inc. Common Stock",U
NZKSF,New Zealand King Salmon Investments Ltd Ordinary Shares (New Zealand),U
NZMEF,Nzme Ltd Ordinary Shares (New Zealand),U
NZRFF,The New Zealand Refining Company Ltd Ordinary Shares (New Zealand),U
NZRFY,The New Zealand Refining Company Ltd Unsponsored ADR (New Zealand),U
NZSTF,NZX Ordinary shares (New Zealand),U
NZSTY,NZX Unsponsored American Depository Receipt (New Zealand),U
NZTCF,Spark New Zealand Ltd. Ordinary Shares (New Zealand),U
NZWFF,"New Zealand Windfarms, Ltd. Ordinary Shares (New Zealand)",U
O,Realty Income Corporation,NYSE
OACB,Oaktree Acquisition Corp. II,NYSE
OACB U,"Oaktree Acquisition Corp. II Units, each consisting of one Class A ordinary share, and one-fourth of",NYSE
OACB WS,"Oaktree Acquisition Corp. II Warrants, each whole warrant exercisable for one Class A ordinary share",NYSE
OAK PRA,"Oaktree Capital Group, LLC 6.625% Series A Preferred units",NYSE
OAK PRB,"Oaktree Capital Group, LLC 6.550% Series B Preferred Units",NYSE
OAKV,Oak View National Bank Warrenton VA Common,U
OAOFY,PJSC Tatneft American Depositary Receipts - Sponsored,U
OARFF,Fort St. James Nickel Corp. Ordinary Shares,U
OARRF,OAR RES LTD Ordinary Shares,U
OART,Ohio Art Company (The) Common Stock,U
OAS,Oasis Petroleum Inc. Common Stock,NASDAQ
OASMY,Oasmia Pharmaceutical AB American Depositary Shares,U
OASPW,OASIS PETE INC NEW Warrant   11/19/2024,U
OATN,"O.A.T., Inc. Common Stock",U
OBAS,Optibase Ltd. Ordinary Shares,NASDAQ
OBCI,"Ocean Bio-Chem, Inc. Common Stock",NASDAQ
OBCN,"Obocon, Inc. Common Stock",U
OBDCF,Obducat AB Ordinary Shares,U
OBDP,"Orbit Drop, Inc. Common Stock",U
OBELF,Obsidian Energy Ltd.,U
OBGRF,"Orbit Garant Drilling, Inc. Ordinary Shares (Canada)",U
OBIIF,Obic Co Ltd Ordinary Shares,U
OBLG,Oblong Inc. Common Stock,NASDAQ
OBLN,"Obalon Therapeutics, Inc. Common Stock",NASDAQ
OBLR,Orbital Enterprises New Common Stock,U
OBMP,"OncBioMune Pharmaceuticals, Inc. Common Stock",U
OBNK,"Origin Bancorp, Inc. Common Stock",NASDAQ
OBNNF,Osisko Mng Inc Ordinary Shares,U
OBOR,Kraneshares MSCI One Belt One Road Index ETF,ARCA
OBSJF,Obrascon Huarte Lain Sa Ordinary Shares,U
OBSV,ObsEva SA Ordinary Shares,NASDAQ
OBTC,OSPREY BITCOIN TR UNIT BEN INT,U
OBTEF,Orbital Corporation Ltd  Ordinary Shares (Australia),U
OBTX,Obitx Inc Common Stock,U
OBYCF,Obayashi Corp Ordinary Shares,U
OC,Owens Corning,NYSE
OCA,Omnichannel Acquisition Corp.,NYSE
OCA U,"Omnichannel Acquisition Corp. Units, each consisting of one share of Class A common stock and one-ha",NYSE
OCA WS,"Omnichannel Acquisition Corp. Warrants, each whole warrant exercisable for one share of Class A comm",NYSE
OCANF,Oceanagold Corp Common (Canada),U
OCAX,OCA Acquisition Corp. Class A Common Stock,NASDAQ
OCAXU,OCA Acquisition Corp. Unit,NASDAQ
OCAXW,OCA Acquisition Corp. Warrant,NASDAQ
OCBI,"Orange County Bancorp, Inc. Common Stock",U
OCBM,Preferred Commerce Inc. Common Stock,U
OCC,Optical Cable Corporation Common Stock,NASDAQ
OCCI,"OFS Credit Company, Inc. Common Stock",NASDAQ
OCCIO,"OFS Credit Company, Inc. 6.125% Series C Term Preferred Stock",NASDAQ
OCCIP,"OFS Credit Company, Inc. 6.875% Series A Term Preferred Stock",NASDAQ
OCDDY,OCADO GROUP PLC  American Depositary Receipts - Sponsored (United Kingdom),U
OCDGF,"Ocado Group PLC, Hatfield Ordinary Shares (United Kingdom)",U
OCDX,Ortho Clinical Diagnostics plc Ordinary Shares,NASDAQ
OCEHF,Oceania Healthcare Ltd SHS (New Zealand),U
OCESO,"Ocean Spray Cranberries, Inc. Part 2nd 4% Preferred Stock",U
OCESP,"Ocean Spray Cranberries, Inc. 4% Preferred Stock",U
OCFC,OceanFirst Financial Corp. Common Stock,NASDAQ
OCFCP,OceanFirst Financial Corp. Depositary Shares,NASDAQ
OCFT,"OneConnect Financial Technology Co., Ltd. American Depositary Shares, each representing three ordina",NYSE
OCG,Oriental Culture Holding LTD Ordinary Shares,NASDAQ
OCGN,"Ocugen, Inc. Common Stock",NASDAQ
OCGPF,Oceana Group Ltd Ordinary Shares,U
OCGSF,Outcrop Gold Corp  Common Shares,U
OCINF,OCI N.V. Shs (Netherlands),U
OCIO,ClearShares OCIO ETF,ARCA
OCIVF,Oakley Capital Investments Limited Ordinary Shares Bermuda(BM ),U
OCLCF,Oracle Corporation Ordinary Shares,U
OCLDF,Orica Ltd Ordinary Shares,U
OCLDY,Orica Ltd Unsponsored ADR (Australia),U
OCLG,"Oncologix Tech, Inc. Common Stock",U
OCLN,"OriginClear, Inc. Common Stock",U
OCMMF,Oncimmune Holdings PLC Ordinary Shares (United Kingdom),U
OCN,Ocwen Financial Corporation,NYSE
OCNB,Oconomowoc Bancshares Inc CDT-Common,U
OCPNF,Olympus Corporation Ordinary Shares (Japan),U
OCPNY,Olympus Corporation Sponsored ADR (Japan),U
OCSL,Oaktree Specialty Lending Corporation Common Stock,NASDAQ
OCTPF,Ocelot Partners Limited Ordinary Shares (Virgin Islands British),U
OCTX,Octagon 88 Resources Inc Common Stock,U
OCTZ,TrueShares Structured Outcome (October) ETF,BATS
OCUL,"Ocular Therapeutix, Inc. Common Stock",NASDAQ
OCUP,"Ocuphire Pharma, Inc. Common Stock",NASDAQ
OCX,OncoCyte Corporation Common Stock,NASDAQ
ODC,Oil-Dri Corporation of America,NYSE
ODEFF,"Petrichor Energy, Inc. Ordinary Shares (Canada)",U
ODERF,Odakyu Electric Railway Co Ltd Ordinary Shares (Japan),U
ODFL,"Old Dominion Freight Line, Inc. Common Stock",NASDAQ
ODII,Odyssey Semiconductor Technologies Inc Common Stock,U
ODJAF,Odfjell Asa-Ord Ordinary Shares (Norway),U
ODMO,Odimo Incorporated Common Stock,U
ODMUF,OLD MUTUAL LTD ORDINARY SHARE (South Africa),U
ODP,The ODP Corporation Common Stock,NASDAQ
ODPVF,Odontoprev SA Ordinary Shares (Brazil),U
ODRS,Outdoor Specialty Prods Inc Common Stock,U
ODT,"Odonate Therapeutics, Inc. Common Stock",NASDAQ
ODYC,Odyne Corporation Common Stock,U
ODYY,Odyssey Group Intl Inc Common Stock,U
ODZA,Odenza Corporation Common Stock,U
OEC,ORION ENGINEERED CARBONS S.A.,NYSE
OEDVQ,"Osage Exploration and Development, Inc. Common Stock (DE)",U
OEF,iShares S&P 100 ETF,ARCA
OEG,"Orbital Energy Group, Inc. Common Stock",NASDAQ
OEPW,One Equity Partners Open Water I Corp. Class A Common Stock,NASDAQ
OEPWU,One Equity Partners Open Water I Corp. Unit,NASDAQ
OEPWW,One Equity Partners Open Water I Corp. Warrant,NASDAQ
OERCF,Oesterreichische Post Ag Wien Ordinary Shares (Austria),U
OERLF,Oc Oerlikon Corporation Inc Namen-Akt Shares (Switzerland),U
OERLY,Oc Oerlikon Corporation Inc Unsponsored ADR (Switzerland),U
OESX,"Orion Energy Systems, Inc. Common Stock",NASDAQ
OEUR,OShares Europe Quality Dividend ETF,BATS
OEZVF,Verbund AG Ordinary Shares (Austria),U
OEZVY,Verbund AG Sponsored ADR (Austria),U
OFC,Corporate Office Properties Trust,NYSE
OFED,Oconee Federal Financial Corp. Common Stock,NASDAQ
OFG,OFG BANCORP,NYSE
OFG PRD,"OFG BANCORP 7.125% Non-Cumulative Perpetual Preferred Stock, Series D",NYSE
OFIX,Orthofix Medical Inc. Common Stock (DE),NASDAQ
OFLX,"Omega Flex, Inc. Common Stock",NASDAQ
OFS,OFS Capital Corporation Common Stock,NASDAQ
OFSI,"Omni Financial Services, Inc. Commmon Stock",U
OFSSG,OFS Capital Corporation 6.25% Notes Due 2023,NASDAQ
OFSSI,OFS Capital Corporation 5.95% Notes due 2026,NASDAQ
OG,Onion Global Limited American Depositary Shares (each ten (10) ADSs representing one (1) Class A Ord,NYSE
OGAA,Organic Agricultural Company Limited Common Stock,U
OGCP,"Empire State Realty OP, L.P. Series 60",ARCA
OGDCF,Oceanagold Corporation Shares CHESS Depositary Interest (Canada),U
OGDGF,"OMEGA DIAGNOSTICS GROUP PLC, LONDON Common Shares United Kingdom(GB )",U
OGE,OGE Energy Corp.,NYSE
OGEN,Oragenics Inc.,AMEX
OGFGF,Origin Energy Ltd Ordinary Shares (Australia),U
OGFGY,Origin Energy Ltd Ord Unsponsored ADR (Australia),U
OGGFF,Organic Garage Ltd. Common Stock (Canada),U
OGGNF,Origen Resources Inc New Common Shares (Canada),U
OGI,Organigram Holdings Inc. Common Shares,NASDAQ
OGIG,OShares Global Internet Giants ETF,BATS
OGN,Organon & Co.,NYSE
OGNG,Bravo Enterprises Ltd. Common Stock,U
OGNT,Organa Technologies Group Inc New Common Stock,U
OGOFF,Organto Foods Inc Common Shares,U
OGS,"ONE GAS, INC.",NYSE
OGSM,"Organic Sales and Marketing, Inc. Common Stock",U
OGSRW,"Overseas Shipholding Group, Inc. WT CL A EXP 08/05/2039",U
OGZPY,PJSC Gazprom American Depositary Receipts - Sponsored,U
OHAQ,Oracle Healthcare Acquisition Corp. Common Stock,U
OHBK,Old Harbor Bank (FL) Common Stock,U
OHBTF,OHB SE Ordinary Shares,U
OHI,Omega Healthcare Investors Inc.,NYSE
OHMGF,Ohmoto Gumi Co Ltd Ordinary Shares (Japan),U
