Symbol,Issue_Name,Primary_Listing_Mkt
DNVB,Denver Bankshares Inc Common Stock,U
DNXG,DONGXING INTL INC Common Stock,U
DNZ,D and Z Media Acquisition Corp.,NYSE
DNZ U,"D and Z Media Acquisition Corp. Units, each consisting of one share of Class A Common Stock and one-",NYSE
DNZ WS,"D and Z Media Acquisition Corp. Warrants, each whole warrant exercisable for one share of Class A Co",NYSE
DNZOF,Denso Corp Ltd Ord Ordinary Shares,U
DNZOY,Denso Corp Ltd Ord American Depositary Shares,U
DOC,PHYSICIANS REALTY TRUST,NYSE
DOCKF,BEYOND MED TECHNOLOGIES INC Common Stock,U
DOCMF,DR. MARTENS PLC ORD GBP0.01 (United Kingdom),U
DOCN,"DigitalOcean Holdings, Inc.",NYSE
DOCOF,Do & Co AG Ordinary Shares (Austria),U
DOCRF,CLOUDMD SOFTWARE & SVCS INC Common Shares,U
DOCT,FT Cboe Vest U.S. Equity Deep Buffer ETF - October,BATS
DOCU,"DocuSign, Inc. Common Stock",NASDAQ
DODXF,DB AG London Lkd to Dow Jones High Yield Select 10 (Germany),U
DOEGF,Dor Alon Energy In Israel 1988 Ltd Ordinary Shares (Israel),U
DOG,ProShares Short Dow30,ARCA
DOGEF,Orsted A/S Ordinary Shares,U
DOGZ,Dogness (International) Corporation Class A Common Stock,NASDAQ
DOL,WisdomTree International LargeCap Dividend Fund,ARCA
DOLHF,Dolphin Capital Investors Ltd Reg  Shares (British Virgin Islands),U
DOLLF,Dolly Varden Silver Corporation Common Shares,U
DOMO,"Domo, Inc. Class B Common Stock",NASDAQ
DOMR,Dominion Resources Black Warrior Trust Unit Ben Int,U
DOMWF,DOMINION WTR RESVS CORP Common Shares,U
DON,WisdomTree U.S. MidCap Dividend Fund,ARCA
DONFF,Sphinx Resources Ltd  Common Shares,U
DOO,WisdomTree international Dividend Ex-Financials Fund,ARCA
DOOO,BRP Inc. Common Subordinate Voting Shares,NASDAQ
DOOR,MASONITE INTERNATIONAL CORP,NYSE
DOOSF,Doosan Fuel Cell Co Ltd. Common Shares (South Korea),U
DORM,"Dorman Products, Inc. Common Stock",NASDAQ
DOTDF,DotDigital Group PLC Ordinary Shares (United Kingdom),U
DOV,Dover Corporation,NYSE
DOVXF,Dovalue SPA Azioni Ordinarie Senza Valore Nominale (Italy),U
DOW,Dow Inc.,NYSE
DOWLF,"Dowlis Corporate Solutions Limited, Surrey Ordinary Shares (United Kingdom)",U
DOX,Amdocs Limited Ordinary Shares,NASDAQ
DOYU,DouYu International Holdings Limited ADS,NASDAQ
DPAT,"Dental Patient Care America, Inc. Common Stock",U
DPBE,"Deep Blue Marine, Inc. Common Stock New",U
DPBSF,Dampskibsselskabet Norden A/S Ordinary Shares (Denmark),U
DPDW,"Deep Down, Inc. Common Stock",U
DPER,"Deep Earth Resources, Inc. Common Stock",U
DPFD,"Deep Field Technologies, Inc. Class A Common Stock",U
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,NYSE
DPHAY,Dechra Pharmaceuticals PLC ADR (United Kingdom),U
DPLS,"DarkPulse, Inc. Common Stock",U
DPMAY,Diploma Plc Unsponsored ADR (United Kingdom),U
DPMLF,Dundee Precious Metals Inc Common Shares (Canada),U
DPNEF,Daphne International Holdings Ltd Ordinary Shares (Cayman Islands),U
DPNEY,Daphne International Holdings Ltd. Unsponsored ADR (Cayman Islands),U
DPSGY,Deutsche Post AG Sponsored ADR (Germany),U
DPSI,"DecisionPoint Systems, Inc. Common Stock",U
DPSIP,"DecisionPoint Systems, Inc. Pfd Conv Ser D 8%",U
DPSM,3D Pioneer Systems Inc. Common Stock,U
DPST,Direxion Daily Regional Banks Bull 3X Shares,ARCA
DPSTF,Deutsche Post Ag Ordinary Shares,U
DPUI,DISCOUNT PRINT USA INC Common Stock,U
DPUKY,Dominos Pizza UK and IRL Plc Unsponsored American Depository Receipt (United Kingdom),U
DPW,"Ault Global Holdings, Inc.",AMEX
DPWW,"Diego Pellicer Worldwide, Inc. Common Stock",U
DPXCF,Delphx Cap Mkts Inc Common Stock,U
DPZ,Domino's Pizza Inc.,NYSE
DPZUF,Domino's Pizza Australia New Zealand Ordinary Shares (Australia),U
DQ,Daqo New Energy Corp. American Depositary Shares (each representing 5 Ordinary Shares),NYSE
DQJCF,Pan Pac Intl Hldgs Corp Ordinary Shares,U
DQJCY,Pan Pac Intl Hldgs Corp American Depositary Receipts - Unsponsored,U
DQWS,Dswiss Inc Common Stock,U
DRCAF,D Rotshtein Construction & Assets Co Ltd Common Stock (Israel),U
DRCHF,Direcional Engenharia Sa Ordinary Shares (Brazil),U
DRCMF,DORE COPPER MNG CORP Common Shares Canada(CA ),U
DRCR,Dear Cashmere Holding Company Common Stock,U
DRD,DRDGOLD Ltd.,NYSE
DRDGF,DRDGOLD Limited Ordinary Shares (South Africa),U
DRDNF,DREADNOUGHT RES LTD Ordinary Shares,U
DRE,Duke Realty Corp.,NYSE
DREM,Dream Homes & Development Corporation Common Stock,U
DRETF,Dream Office Real Estate Investment Trust Unit Series A (Canada),U
DREUF,Dream Industrial Real Estate Investment Trust Unit (Canada),U
DRGV,"Dragon Capital Group, Corp. Common Stock",U
DRH,DiamondRock Hospitality Company,NYSE
DRH PRA,DiamondRock Hospitality Company 8.250% Series A Cumulative Redeemable Preferred Stock,NYSE
DRHNF,Dr.Hoenle Ag Planegg Ordinary Shares (Germany),U
DRI,"Darden Restaurants, Inc.",NYSE
DRIFF,Xiana Mining Inc Ordinary Shares (Canada),U
DRIO,DarioHealth Corp. Common Stock,NASDAQ
DRIP,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X Shares,ARCA
DRIV,Global X Funds Global X Autonomous & Electric Vehicles ETF,NASDAQ
DRKOF,Martello Technologies Group Inc Ordinary Shares,U
DRMKY,Dormakaba Hldg AG Unsponsored ADR (Switzerland),U
DRMMF,Dream International Ltd Ordinary Shares (Hong Kong),U
DRN,Direxion Daily Real Estate Bull 3X,ARCA
DRNA,"Dicerna Pharmaceuticals, Inc. Common Stock",NASDAQ
DRNG,"DRONE GUARDER, INC. Common Stock",U
DRNK,"NoHo, Inc. Common Stock",U
DROOF,Deliveroo Holdings PLC-A ORD GBP0.005 WI Ordinary Shares (United Kingdom),U
DROP,"Fuse Science, Inc. Common Stock",U
DRQ,"Dril-Quip, Inc.",NYSE
DRRGF,DRAGONTAIL SYS LTD Ordinary Shares (Australia),U
DRRKF,Dormakaba Holding Ltd Ordinary Shares (Switzerland),U
DRRSF,Arianne Phosphate Inc Ordinary Shares (Canada),U
DRRX,DURECT Corporation Common Stock,NASDAQ
DRSHF,Droneshield Ltd ORDINARY FULLY PAID (Australia),U
DRSK,Aptus Defined Risk ETF,BATS
DRSV,Debt Resolve Inc. Common Stock,U
DRTGF,JET2 PLC Ordinary Shares,U
DRTMF,DART MINING NL Common Shares,U
DRTT,DIRTT Environmental Solutions Ltd. Common Shares,NASDAQ
DRUA,"Dominion Energy, Inc 2016 Series A 5.25% Enhanced Junior Subordinated Notes due 2076",NYSE
DRUNF,Dream Unlimited Corp Common Shares,U
DRV,Direxion Daily Real Estate Bear 3X Shares,ARCA
DRVN,Driven Brands Holdings Inc. Common Stock,NASDAQ
DRVYF,DISCOVERY AFRICA LTD Ordinary Shares,U
DRW,WisdomTree Global ex-US Real Estate Fund,ARCA
DRWKF,Dragerwerk AG & Co. KGAA PREF SHS NO VTG RTS,U
DRWN,"A Clean Slate, Inc.  Common Stock",U
DRXGF,Drax Group PLC Ordinary Shares (United Kingdom),U
DRXGY,Drax Group PLC Unsponsored American Depository Receipt (United Kingdom),U
DRYN,Drayton Richdale Corporation New Common Stock,U
DS,Drive Shack Inc.,NYSE
DS PRB,Drive Shack Inc. Series B 9.75% Cumulative Redeemable Preferred Stock,NYSE
DS PRC,Drive Shack Inc. 8.05% Series C Cumulative Redeemable Preferred Stock,NYSE
DS PRD,Drive Shack Inc. 8.375% Series D Cumulative Redeemable Preferred Stock,NYSE
DSAC,Duddell Street Acquisition Corp. Class A Ordinary Shares,NASDAQ
DSACU,Duddell Street Acquisition Corp. Unit,NASDAQ
DSACW,Duddell Street Acquisition Corp. Warrant,NASDAQ
DSAIF,DEEPSPATIAL INC COM (Canada),U
DSBX,Dogwood State Bank  RALEIGH NC Common Stock,U
DSCR,Discovery Minerals Ltd. Common Stock,U
DSCSY,Disco Corp American Depositary Receipts - Unsponsored (Japan),U
DSCVF,Discovery-Corp Enterprises Inc Ordinary Shares,U
DSDVF,DSV PANALPINA A S Ordinary Shares,U
DSDVY,DSV Panalpina A/S American Depositary Receipts - Unsponsored,U
DSE,Duff & Phelps Select MLP and Midstream Energy Fund Inc.,NYSE
DSECF,Daiwa Securities Group Inc Japan Ord Ordinary Shares,U
DSEEY,Daiwa Securities Group Inc Japan Ord Sponsored ADR (Japan),U
DSEP,FT Cboe Vest U.S. Equity Deep Buffer ETF - September,BATS
DSEY,"Diversey Holdings, Ltd. Ordinary Shares",NASDAQ
DSFGY,Dah Sing Financial Group Sponsored American Depositary Receipt (Hong Kong),U
DSGN,"Design Therapeutics, Inc. Common Stock",NASDAQ
DSGT,DSG Global Inc Common Stock,U
DSGUF,Dogan Sirketler Grubu Holdings AS Ordinary Shares (Turkey),U
DSGUY,Dogan Sirketler Grubu Holdings AS Unsponsored ADR (Turkey),U
DSGX,Descartes Systems Group Inc. (The) Common Stock,NASDAQ
DSI,iShares MSCI KLD 400 Social ETF,ARCA
DSITF,Dixons Carphone Plc Ordinary Shares (United Kingdom),U
DSJA,Innovator Double Stacker ETF - January,BATS
DSKE,"Daseke, Inc. Common Stock",NASDAQ
DSKEW,"Daseke, Inc. Warrant",NASDAQ
DSKGF,DUSK GROUP LTD Ordinary Shares,U
DSKIF,Daiseki Co Ltd Ordinary Shares (Japan),U
DSKYF,Daiichi Sankyo Co Ltd Ordinary Shares (Japan),U
DSL,DOUBLELINE INCOME SOLUTIONS FUND,NYSE
DSLVF,Credit Suisse AG Nassau Brh VelocityShares 3x Inverse Silver ETN,U
DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc.",NYSE
DSMTF,Deep-South Res Inc Ordinary Shares,U
DSNCF,DESIGN CAP LTD Ordinary Shares,U
DSNKY,Daiichi Sankyo Co Limited Sponsored ADR (Japan),U
DSNY,"Destiny Media Technologies, Inc. Common Stock",U
DSOC,Innovator Double Stacker ETF - October,BATS
DSOL,Drug Free Solution Inc. Common Stock,U
DSOX,Triton Emission Solutions Inc. Common Stock,U
DSP,Viant Technology Inc. Class A Common Stock,NASDAQ
DSPC,The De-SPAC ETF,ARCA
DSPG,"DSP Group, Inc. Common Stock",NASDAQ
DSRLF,Diasorin S.R.L. Shares (Italy),U
DSS,"Document Security Systems, Inc.",AMEX
DSSI,Diamond S Shipping Inc. Common Shares,NYSE
DSSMY,DS Smith plc Unpsonsored ADR (United Kingdom),U
DSSPF,"Deep Sea Supply Plc, Cyprus Reg Shares (Finland)",U
DSTFF,Distinct Infrastructure Group Inc Ordinary Shares (Canada),U
DSTL,Distillate U.S. Fundamental Stability & Value ETF,ARCA
DSTTF,DISTIT AB Ordinary Shares,U
DSTX,Distillate International Fundamental Stability & Value ETF,ARCA
DSTZF,Distell Group Holdings (South Africa),U
DSU,"Blackrock Debt Strategies Fund, Inc.",NYSE
DSUS,"Drone Services USA, Inc. Common Stock",U
DSVSF,Discovery Silver Corp Ordinary Shares,U
DSVTF,"Divestco, Inc. Ordinary Shares CL A (Canada)",U
DSWL,"Deswell Industries, Inc. Common Shares",NASDAQ
DSWR,Deseo Swimwear Inc Common Stock,U
DSX,"Diana Shipping, Inc.",NYSE
DSX PRB,"DIANA SHIPPING INC 8.875% Series B Cumulative Redeemable Perpetual Preferred Shares, $0.01 par value",NYSE
DSYOF,Daisyo Corp Ordinary Shares (Japan),U
DT,"Dynatrace, Inc.",NYSE
DTARF,Delta Res Ltd. Ordinary Shares,U
DTATF,DATA 3 LTD ORDINARY FULLY PAID (Australia),U
DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,NYSE
DTCFF,DEFENCE THERAPEUTICS INC Common Shares,U
DTCGF,Dometic Group AB Ordinary Shares (Sweden),U
DTCO,"Direct Coating, Inc. Common Stock",U
DTCWY,Deutsche Wohnen SE American Depositary Receipts - Unsponsored,U
DTD,WisdomTree U.S. Total Dividend Fund,ARCA
DTDJF,DELTA DJAKARTA TBK PT Ordinary Shares,U
DTE,DTE Energy Company,NYSE
DTEA,DAVIDsTEA Inc. Common Stock,NASDAQ
DTEC,ALPS Disruptive Technologies ETF,ARCA
DTEGF,Deutsche Telekom A G Ordinary Shares,U
DTEGY,Deutsche Telekom AG Common Stock,U
DTEMF,Ditem Explorations Inc Ordinary Shares,U
DTEV,"Data Evolution Holdings, Inc. Common Stock",U
DTF,DTF Tax-Free Income Inc.,NYSE
DTGI,"Digerati Technologies, Inc. Common Stock",U
DTH,WisdomTree International High Dividend Fund,ARCA
DTHR,Dthera Sciences Common Stock,U
DTII,Defense Technologies International Corp. Common Stock,U
DTIL,"Precision BioSciences, Inc. Common Stock",NASDAQ
DTJ,DTE Energy Company 2016 Series B 5.375% Junior Subordinated Debentures due 2076,NYSE
DTLA PR,BROOKFIELD DTLA FUND OFFICE TRUST INVESTOR INC.,NYSE
DTMXF,Datametrex Ai Limit Ordinary Shares,U
DTN,WisdomTree U.S. Dividend ex-Financials Fund,ARCA
DTNHF,"Doutor Nichires Holdings Co Ltd, Tokyo SHS (Japan)",U
DTNOF,DNO ASA Ordinary Shares A (Norway),U
DTNOY,DNO ASA Unsponsored ADR (Norway),U
DTOC,Digital Transformation Opportunities Corp. Class A Common Stock,NASDAQ
DTOCU,Digital Transformation Opportunities Corp. Units,NASDAQ
DTOCW,Digital Transformation Opportunities Corp. Warrant,NASDAQ
DTP,DTE Energy Company 2019 Corporate Units,NYSE
DTPKF,DIRECTA PLUS PLC Common Stock (United Kingdom),U
DTRCD,Dakota Territory Resource Corp Common Stock,U
DTREF,DATELINE RESOURCES LTD Shs (Australia),U
DTRK,"DataTrak International, Inc. Common Stock",U
DTRL,Detroit Legal News Co Common Stock,U
DTRO,"Deltron, Inc.Common Stock",U
DTSL,"Delivery Technology Solutions, Inc. Common Stock",U
DTSOF,DTS Corp Ordinary Shares (Japan),U
DTSRF,Ether Cap Corp Common Shares,U
DTSS,Datasea Inc. Common Stock,NASDAQ
DTST,Data Storage Corporation Common Stock,NASDAQ
DTSTW,Data Storage Corporation Warrant,NASDAQ
DTTLY,Datatec Ltd (Sa) Unsponsored ADR (South Africa),U
DTTOF,Dito CME Holdings Corp Ordinary Shares (Philippines),U
DTTVY,Dish TV India Sponsored GDR (India),U
DTTYF,Destiny Pharma Hldgs PLC Ordinary Shares (United Kingdom),U
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,NYSE
DTXMF,Deltex Medical Group Plc Ordinary Shares,U
DTY,DTE Energy Company 2016 Series F 6.00% Junior Subordinated Debentures due 2076,NYSE
DUAVF,Dassault Aviation Ord Ordinary Shares,U
DUBRF,DUBBER CORP LTD SHS (Australia),U
DUDE,Merlyn.AI SectorSurfer Momentum ETF,BATS
DUERF,Duerr A G Ordinary Shares,U
DUFRY,Dufry AG Unsponsored ADR (Switzerland),U
DUG,ProShares UltraShort Oil & Gas,ARCA
DUK,Duke Energy Corporation,NYSE
DUK PRA,"Duke Energy Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.75",NYSE
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,NYSE
DUKH,"Duke Energy Corporation 5.125% Junior Subordinated Debentures due January 15, 2073",NYSE
DUKMF,DUKETON MNG LTD Ordinary Shares,U
DUNBF,Daikokutenbussan Co Ltd Kurashiki Ordinary Shares (Japan),U
DUNE,Dune Acquisition Corporation Class A Common Stock,NASDAQ
DUNEU,Dune Acquisition Corporation Unit,NASDAQ
DUNEW,Dune Acquisition Corporation Warrant,NASDAQ
DUNIY,Duni Ab Unsponsored ADR (Sweden),U
DUO,Fangdd Network Group Ltd. American Depositary Shares,NASDAQ
DUOT,"Duos Technologies Group, Inc. Common Stock",NASDAQ
DURA,VanEck Vectors Morningstar Durable Dividend ETF,BATS
DUROF,Duro Felguera SA Ordinary Shares,U
DURYY,Durr AG American Depositary Receipts - Unsponsored (Germany Federal Republic),U
DUSA,Davis Select U.S. Equity ETF,BATS
DUSCF,Deutsche Euroshop Ag Eschborn Namen-Akt Shares (Germany Federal Republic),U
DUSL,Direxion Daily Industrials Bull 3X Shares,ARCA
DUST,Direxion Daily Gold Miners Index Bear 2X Shares,ARCA
DUSXF,Dustin Group AB Ordinary Shares (Sweden),U
DUSYF,DUESENBERG TECHNOLOGIES INC Common Shares,U
DUTV,Digital Utilities Ventures Inc Common Stock,U
DUUO,Duo World Inc Common Stock,U
DUVNF,Peruvian Metals Corp. Common Shares,U
DV,"DoubleVerify Holdings, Inc.",NYSE
DVA,DaVita Inc.,NYSE
DVAR,Dovarri Inc Common Stock,U
DVAX,Dynavax Technologies Corporation Common Stock,NASDAQ
DVAXW,Dynavax Technologies Corporation Warrants Expiring  02/12/2022,U
DVCMY,Davide Campari - Milano NV American Depositary Receipts - Unsponsored,U
DVCR,Diversicare Healthcare Services Inc Common Stock,U
DVD,Dover Motorsports,NYSE
DVDCF,DAVIDE CAMPARI MILANO N V Common Shares,U
DVDDF,Dividend 15 Split Corp II Ordinary Shares Cl A (Canada),U
DVDR,Divide Drives Inc Common Stock,U
DVFI,"Diversified Oil and Gas Holdings, Limited. Common Stock",U
DVLN,DVL Inc.  Common Stock,U
DVLP,"Golden Developing Solutions, Inc. Common Stock",U
DVLTF,Drone Volt SA Ordinary Shares (France),U
DVLU,First Trust Exchange-Traded Fund VI First Trust Dorsey Wright Momentum & Value ETF,NASDAQ
DVN,Devon Energy Corporation,NYSE
DVNGF,Devin Energy Corp Ordinary Shares,U
DVNHF,Frontier Services Group Ltd Ordinary Shares,U
DVOL,First Trust Exchange-Traded Fund VI First Trust Dorsey Wright Momentum & Low Volatility ETF,NASDAQ
DVOUF,Distribusi Voucher Nusantara TBK PT Ordinary Shares (Indonesia),U
DVRNF,DEVERON CORP Common Shares,U
DVRRF,DLV Res Ltd Ordinary Shares,U
DVSPF,Dividend 15 Split Corp Ordinary Shares (Canada),U
DVVDF,Dividend Select 15 Corp Ordinary Shares (Canada),U
DVY,iShares Select Dividend ETF,NASDAQ
DVYA,iShares Asia/Pacific Dividend ETF,ARCA
DVYE,iShares Emerging Markets Dividend ETF,ARCA
DWAHF,Daiwa House Ind Ltd Ordinary Shares,U
DWAHY,Daiwa House Ind Ltd American Depositary Shares,U
DWAS,Invesco Exchange-Traded Fund Trust II Invesco DWA SmallCap Momentum ETF,NASDAQ
DWAT,Arrow Investments Trust Arrow DWA Tactical ETF,NASDAQ
DWAW,AdvisorShares Trust AdvisorShares Dorsey Wright FSM All Cap World ETF,NASDAQ
DWCR,Arrow Investments Trust Arrow DWA Country Rotation ETF,NASDAQ
DWDZF,Jeotex Inc Ordinary Shares,U
DWEQ,AdvisorShares Trust AdvisorShares Dorsey Wright Alpha Equal Weight ETF,NASDAQ
DWHHF,Deutsche Wohnen AG Ordinary Shares (Germany),U
DWIN,Delwinds Insurance Acquisition Corp.,NYSE
DWIN U,"Delwinds Insurance Acquisition Corp. Units, each consisting of one share of Class A common stock, an",NYSE
DWIN WS,"Delwinds Insurance Acquisition Corp. Redeemable Warrants, each whole warrant exercisable for one sha",NYSE
DWIS,"Dinewise, Inc. Common Stock",U
DWLD,Davis Select Worldwide ETF,BATS
DWM,WisdomTree International Equity Fund,ARCA
DWMC,AdvisorShares Trust AdvisorShares Dorsey Wright Micro-Cap ETF,NASDAQ
DWMF,WisdomTree International Multifactor Fund,ARCA
DWMNF,Dowa Holdings Co Ltd Ordinary Shares,U
DWNX,Delhi Bank Corporation Common Stock,U
DWNYF,Dawnrays Pharmaceutical Holdings Limited Ordinary Shares (Cayman Islands),U
DWOG,"Deep Well Oil and Gas, Inc. Common Stock",U
DWPP,First Trust Dorsey Wright People's Portfolio ETF,NASDAQ
DWRKF,Draegerwerk AG & Co KGAA Dividend Rights Certificates Series D - Sub (Germany),U
DWSH,AdvisorShares Trust AdvisorShares Dorsey Wright Short ETF,NASDAQ
DWSN,Dawson Geophysical Company Common Stock,NASDAQ
DWUS,AdvisorShares Trust AdvisorShares Dorsey Wright FSM US Core ETF,NASDAQ
DWVYF,Derwent Valley Holdings Ord Ordinary Shares,U
DWWEF,Diamond Estates Wines & Spirits LTD Ordinary Shares (Canada),U
DWX,SPDR S&P International Dividend ETF,ARCA
DX,"Dynex Capital, Inc.",NYSE
DX PRC,"Dynex Capital, Inc. 6.900% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",NYSE
DXBGY,Dexia SA Belgium American Depositary Receipts - Unsponsored,U
DXBRF,BellRock Brands Inc Common Shares,U
DXC,DXC Technology Company,NYSE
DXCM,"DexCom, Inc. Common Stock",NASDAQ
DXCPY,Dixons Carphone PLC American Depositary Receipts - Sponsored (United Kingdom),U
DXD,ProShares UltraShort Dow 30,ARCA
DXF,Dunxin Financial Holdings Limited,AMEX
DXGE,WisdomTree Trust WisdomTree Germany Hedged Equity Fund,NASDAQ
DXIEF,DXI Capital Corp Common Shares,U
DXJ,WisdomTree Japan Hedged Equity Fund,ARCA
DXJJF,WISDOMTREE ISSUER ICAV JAPAN EQUITY UCITS ETF USD (Ireland),U
DXJS,WisdomTree Trust WisdomTree Japan Hedged SmallCap Equity Fund,NASDAQ
DXLG,DESTINATION XL GROUP INC Common Stock,U
DXMEF,Xtrackers MSCI Europe UCITS ETF 1C Ordinary Shares,U
DXPE,"DXP Enterprises, Inc. Common Stock",NASDAQ
DXPPY,Dexus Ppty Group American Depositary Receipts - Unsponsored (Italy),U
DXR,Daxor Corporation,AMEX
DXSCF,XTRACKERS SHS XTRACK ST EUR 600 BS RES SWAP UCITS E1C (Luxembourg),U
DXSPF,Dexus Property Group Ordinary Shares,U
DXYN,"Dixie Group, Inc. (The) Common Stock",NASDAQ
DY,"Dycom Industries, Inc.",NYSE
DYAI,"Dyadic International, Inc. Common Stock",NASDAQ
DYFN,Angel Oak Dynamic Financial Strategies Income Term Trust,NYSE
DYFSF,Dynacert Inc Common Shares (Canada),U
DYHG,Direxion Dynamic Hedge ETF,ARCA
DYLLF,Deep Yellow Limited Ordinary Shares,U
DYMDF,DIAMYD MED AB SHARES B Ordinary Shares Sweden(SE ),U
DYN,"Dyne Therapeutics, Inc. Common Stock",NASDAQ
DYNA,"Dynastar Holdings, Inc. NEW Common Stock",U
DYNDF,DYE & DURHAM LTD Common Shares,U
DYNE,DynTek Inc. Common Stock New,U
DYNF,BlackRock U.S. Equity Factor Rotation ETF,ARCA
DYNR,Dynaresource Inc Common Stock,U
DYNS,Dynamics Special Purpose Corp. Class A Common Stock,NASDAQ
DYNT,Dynatronics Corporation Common Stock,NASDAQ
DYRFF,Dunes Exploration Ltd. Ordinary Shares (Canada),U
DYSL,DYNASIL CORP AMERICA Common Stock,U
DYXC,DiaSys Corporation Common Stock,U
DYYXF,"DB Commodity Double Long ETN due April 1, 2038 (Germany)",U
DZSI,DZS Inc. Common Stock,NASDAQ
DZZ,"DB Gold Double Short ETN due February 15, 2038",ARCA
E,ENI S.p.A.,NYSE
EA,Electronic Arts Inc. Common Stock,NASDAQ
EAATF,Earthworks Industries Inc Ordinary Shares,U
EABPF,Energy Absolute Pub Co Ltd. Units Non-Voting Depositary Receipt (Thailand),U
EAC,Edify Acquisition Corp. Class A Common Stock,NASDAQ
EACC,"eAutoclaims, Inc. Common Stock",U
EACO,EACO Corporation Common Stock,U
EACPU,Edify Acquisition Corp. Units,NASDAQ
EACPW,Edify Acquisition Corp. Warrant,NASDAQ
EACTF,Earth Alive Clean Technologies Inc Ordinary Shares (Canada),U
EAD,Wells Fargo Income Opportunities Fund,AMEX
EADSF,Airbus SE Ordinary Shares,U
EADSY,Airbus SE American Depositary Receipts - Unsponsored,U
EAF,GrafTech International Ltd.,NYSE
EAGG,iShares ESG Aware U.S. Aggregate Bond ETF,ARCA
EAHGF,Eco Animal Health Group PLC Ordinary Shares (United Kingdom),U
EAI,"Entergy Arkansas, LLC First Mortgage Bonds, 4.875% Series due September 1, 2066",NYSE
EAIGF,Empresaria Group PLC Ordinary Shares (United Kingdom),U
EAIN,Enabling Asia Inc. Common Stock,U
EAOA,iShares ESG Aware Aggressive Allocation ETF,BATS
EAOK,iShares ESG Aware Conservative Allocation ETF,BATS
EAOM,iShares ESG Aware Moderate Allocation ETF,BATS
EAOR,iShares ESG Aware Growth Allocation ETF,BATS
EAPH,"Easton Pharmaceuticals, Inc. Common Stock",U
EAPR,Innovator MSCI Emerging Markets Power Buffer ETF-April,ARCA
EAR,"Eargo, Inc. Common Stock",NASDAQ
EARI,Entertainment Arts Research Inc Common Stock,U
EARN,ELLINGTON RESIDENTIAL MORTGAGE REIT,NYSE
EARS,Auris Medical Holding Ltd. Common Shares 0.01 SF (Bermuda),NASDAQ
EASB,"Easton Bancorp, Inc. Common Stock",U
EASG,Xtrackers MSCI EAFE ESG Leaders Equity ETF,ARCA
EAST,"Eastside Distilling, Inc. Common Stock",NASDAQ
EAT,"Brinker International, Inc.",NYSE
EATBF,EAT BEYOND GLOBAL HLDGS INC Common Stock (Canada),U
EATOF,Evolve Automobile Innovation Index Fd Exchange Traded Fund,U
EATR,"Eastern Asteria, Inc. Common Stock",U
EATZ,AdvisorShares Restaurant ETF,ARCA
EAUI,"EAU Technologies, Inc. Common Stock",U
EAUSF,ETFS Metal Securities Austrailia Ltd Redeemable Pref Shs,U
EAWC,Ecco Auto World Corporation Common Stock,U
EAWD,ENERGY & WTR DEV CORP Common Stock,U
EAXR,EALIXIR INC Common Stock,U
EB,"Eventbrite, Inc. Class A Common Stock",NYSE
EBAC,European Biotech Acquisition Corp. Class A Ordinary Shares,NASDAQ
EBACU,European Biotech Acquisition Corp. Units,NASDAQ
EBACW,European Biotech Acquisition Corp. Warrant,NASDAQ
EBAY,eBay Inc. Common Stock,NASDAQ
EBBGF,Enbridge Inc Cum Redeemable Pref Shares Series 1 (Canada),U
EBBNF,Enbridge Inc Cum Redeemable Pref Shs Ser L (Canada),U
EBC,"Eastern Bankshares, Inc. Common Stock",NASDAQ
EBCDF,Wisdomtree Commodity Sec Ltd. Silver Other,U
EBCOF,Ebara Corp Ord Ordinary Shares,U
EBCOY,Ebara Corp Ord American Depositary Shares,U
EBET,"Esports Technologies, Inc. Common Stock",NASDAQ
EBF,"Ennis, Inc.",NYSE
EBGEF,ENBRIDGE INC Re Pref Shs Ser 5 (Canada),U
EBINF,"EBOOK INITIATIVE JAPAN CO LTD, TOKYO SHS (Japan)",U
EBIX,"Ebix, Inc. Common Stock",NASDAQ
EBIZ,Global X Funds Global X E-commerce ETF,NASDAQ
EBKDY,Erste Group Bank AG Sponsored ADR (Austria),U
EBKOF,Erste Group Bank AG Ordinary Shares (Austria),U
EBLMY,ETABLISSEMENTS MAUREL ET PROM American Depositary Receipts - Unsponsored (France),U
EBLU,Ecofin Global Water ESG Fund,ARCA
EBML,"eBullion, Inc. Common Stock",U
EBMT,"Eagle Bancorp Montana, Inc. Common Stock",NASDAQ
EBND,SPDR Bloomberg Barclays Emerging Markets Local Bond ETF,ARCA
EBODF,New Energy Exchange Ltd. Common Stock,U
EBON,Ebang International Holdings Inc. Class A Ordinary Shares,NASDAQ
EBOSF,"EBOS Group, Ltd. Ordinary Shares (New Zealand)",U
EBOSY,"EBOS Group, Ltd. Sponsored American Depository Receipt (New Zealand)",U
EBPPF,ENBRIDGE INC CUM RED PREF SHS SER C Preference Shares,U
