Symbol,Issue_Name,Primary_Listing_Mkt
SQM,Sociedad Quimica y Minera de Chile SA,NYSE
SQM RTWI,"Sociedad Quimica y Minera de Chile S.A. Rights (expires April 19, 2021)",NYSE
SQNNY,Square Enix Hldgs Co Ltd American Depositary Receipts - Unsponsored Repstg Com Stk (Japan),U
SQNS,"Sequans Communications S.A. American Depositary Shares, each representing four Ordinary Shares",NYSE
SQNXF,Square Enix Co Ltd Ordinary Shares (Japan),U
SQQQ,ProShares UltraPro Short QQQ,NASDAQ
SQTI,"Solar Quartz Technologies, Inc Common Stock",U
SQZ,SQZ Biotechnologies Company,NYSE
SQZZF,Serica Energy Plc Ordinary Shares (UK),U
SR,Spire Inc.,NYSE
SR PRA,"Spire Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.90% Series A Cu",NYSE
SRAC,Stable Road Acquisition Corp. Class A Common Stock,NASDAQ
SRACU,Stable Road Acquisition Corp. Unit,NASDAQ
SRACW,Stable Road Acquisition Corp. Warrant,NASDAQ
SRAFF,Sandfire Resources America Inc Common Shares,U
SRAMF,SISRAM MED LTD SHARE (Israel),U
SRAWY,Srisawad Corp Pub Co Ltd. American Depositary Receipts - Unsponsored (Thailand),U
SRAX,"SRAX, Inc. Class A Common Stock",NASDAQ
SRBBF,VPN Technologies Inc.  Ordinary Shares,U
SRBCF,Sirona Biochem Corp. Ordinary Shares (Canada),U
SRBEF,SES IMAGOTAG Ordinary Shares,U
SRBGF,Starrag Rorschacherberg Ordinary Shares (Switzerland),U
SRBIF,Serabi Gold Plc Ordinary Shares,U
SRBRF,Sapura Resources BHD Ordinary Shares (Malaysia),U
SRBT,Shanrong Biotechnology Corp. Common Stock,U
SRBZF,STRATEC BIOMEDICAL SYSTEMS AG BIRKENFELD Ordinary Shares  Germany Federal Republic(DE ),U
SRC,"SPIRIT REALTY CAPITAL, INC.",NYSE
SRC PRA,"Spirit Realty Capital, Inc. 6.000 Percent Series A Cumulative Redeemable Preferred Stock",NYSE
SRCAF,"Stria Lithium, Inc. Common Shares (Canada)",U
SRCE,1st Source Corporation Common Stock,NASDAQ
SRCGF,Spruce Ridge Res Ltd CDW-Common (Canada),U
SRCH,Searchlight Minerals Corp. Common Stock,U
SRCL,"Stericycle, Inc. Common Stock",NASDAQ
SRCO,"Sparta Commercial Services, Inc. Common Stock",U
SRCRF,Scorpio Gold Corp Common Shares,U
SRCSY,Summit Resources Ltd Unsponsored ADR (Australia),U
SRCU,Spire Inc Corporate Unit Exp 03/01/2024,U
SRCX,Stonebridge Resources Explorations Ltd New Common Stock,U
SRDX,"Surmodics, Inc. Common Stock",NASDAQ
SRE,Sempra Energy,NYSE
SRE PRB,"Sempra Energy 6.75% Mandatory Convertible Preferred Stock, Series B",NYSE
SREA,Sempra Energy 5.750% Junior Subordinated Notes due 2079,NYSE
SREDF,Storebrand (F) Ordinary Shares,U
SREDY,Storebrand ASA Unsponsored ADR (Norway),U
SRET,Global X Funds Global X SuperDividend REIT ETF,NASDAQ
SREV,"ServiceSource International, Inc. Common Stock",NASDAQ
SRG,"Seritage Growth Properties Class A common shares of beneficial interest, par value $0.01",NYSE
SRG PRA,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Inter,NYSE
SRGA,"Surgalign Holdings, Inc. Common Stock",NASDAQ
SRGBF,Suruga Bank Ltd Ordinary shares (Japan),U
SRGE,Southridge Enterprises Inc. Common Stock,U
SRGGF,SRG Global Ltd Ordinary Shares (Australia),U
SRGHY,Shoprite Holdings Ltd Ord SPONSORED ADR,U
SRGMF,SRG MNG INC Ordinary Shares (Canada),U
SRGPF,"Sri Trang Agro Industry Public Co Ltd, NVDR Shares (Thailand)",U
SRGRF,Sunpower Group Ltd. Ordinary Shares (Bermuda),U
SRGZ,Star Gold Corp. Common Stock,U
SRHBF,Starhub Ltd Ordinary Shares (Singapore),U
SRHBY,Starhub Ltd Unsponsored ADR (Singapore),U
SRHGF,Shoprite Holdings Ltd Ord Ordinary Shares,U
SRHIF,SRHI INC Common Shares,U
SRHYY,SYRAH RES LTD  American Depositary Receipts - Sponsored (Australia),U
SRI,"Stoneridge, Inc",NYSE
SRII,"Speaking Roses International, Inc. Common Stock",U
SRIOF,A Soriano Corp ANS Ordinary Shares (Philippines),U
SRKZF,Sky Gold Corp Common Shares,U
SRL,Scully Royalty Ltd. Common Shares,NYSE
SRLN,SPDR Blackstone Senior Loan ETF,ARCA
SRLP,SPRAGUE RESOURCES LP,NYSE
SRLTF,Seafield Res Ltd Common (Canada),U
SRLY,Southern Realty Co Common Stock,U
SRLZF,Salazar Resources Ltd Ordinary Shares (Canada),U
SRMGF,SPAREBANK 1 SMN Primary Capital Cert. (Norway),U
SRMKF,Invesco Mkts Plc Morningstar Mlp Source Ucits ETF B USD (Ireland) Ordinary Shares,U
SRMLF,Storm Resources Ltd Ordinary Shares (Canada),U
SRMMF,SARAMA RES LTD Ordinary Shares,U
SRMUF,Shear Diamonds Ltd New Ordinary Shares (Canada),U
SRMX,"Saddle Ranch Media, Inc. Common Stock",U
SRNA,Surna Inc. Common,U
SRNE,"Sorrento Therapeutics, Inc.  Common Stock",NASDAQ
SRNGU,Soaring Eagle Acquisition Corp. Unit,NASDAQ
SRNN,"Southern Banc Company, Inc. (The) Common Stock",U
SRNW,Stratos Renewables Corporation Common Stock,U
SRNXF,Sourcenext Corp Ordinary Shares,U
SROYF,Sailfish Royalty Corp Common Stock,U
SRPIF,"Starts Proceed Investment Corp, Tokyo Ordinary shares (Japan)",U
SRPT,"Sarepta Therapeutics, Inc. Common Stock (DE)",NASDAQ
SRPX,"Scorpex, Inc. Common Stock",U
SRRA,"Sierra Oncology, Inc. Common Stock",NASDAQ
SRRE,"Sunrise Real Estate Group, Inc. Common Stock",U
SRRK,Scholar Rock Holding Corporation Common Stock,NASDAQ
SRRLF,SIRIUS REAL ESTATE LTD Ordinary Shares (Guernsey),U
SRRPF,Shagrir Group Veh Svcs Ltd Ordinary Shares (Israel),U
SRRTF,SLATE GROCERY REIT Unit,U
SRS,ProShares UltraShort Real Estate,ARCA
SRSA,Sarissa Capital Acquisition Corp. Class A Ordinary Shares,NASDAQ
SRSAU,Sarissa Capital Acquisition Corp. Unit,NASDAQ
SRSAW,Sarissa Capital Acquisition Corp. Warrants,NASDAQ
SRSCQ,Sears Canada Inc Common Shares,U
SRSG,"Spirits Time International, Inc. Common Stock",U
SRSIF,Strateco Resources Inc Ordinary Shares,U
SRSK,"Star Struck, Ltd. Common Stock",U
SRSN,"Strategic Resources International, Inc. Common Stock",U
SRSR,Sarissa Resources Inc. Common Stock,U
SRT,Startek Inc.,NYSE
SRTOY,Sartorius Stedim Biotech S A Unsponsored ADR (France),U
SRTRF,SRI TRANG AGRO-INDUSTRY PUBLIC CO LTD Shs Foreign Registered (Thailand),U
SRTS,"Sensus Healthcare, Inc. Common Stock",NASDAQ
SRTSF,Sarantis Sa Reg. Shares (Greece),U
SRTTY,Zozo Inc American Depositary Receipts - Unsponsored,U
SRTY,ProShares UltraPro Short Russell2000,ARCA
SRUP,Sirrus Corp Common Stock,U
SRUS,Stratus Capital Corp. Common Stock,U
SRUTF,Sproutly Cda Inc Ordinary Shares,U
SRV,The Cushing MLP & Infrastructure Total Return Fund,NYSE
SRVR,Pacer Benchmark Data & Infrastructure Real Estate SCTR ETF,ARCA
SRVTF,"Star Vault AB, Malmo Ordinary Shares B (Sweden)",U
SRWDF,SHERWOOD CORP THAILAND PUB CO LTD NVDR SHARES Thailand(TH ),U
SRWRF,Solarworld Ag Ordinary Shares,U
SRXXF,Sparx Asset Management Co Ltd Sparx Asset Management Co Ltd (Japan),U
SRYB,Surrey Bancorp (NC) Common Stock,U
SSAA,Science Strategic Acquisition Corp. Alpha Class A Common Stock,NASDAQ
SSAAF,Ssab Swedish Steel A Sh Sk25 P Ordinary Shares,U
SSAAU,Science Strategic Acquisition Corp. Alpha Unit,NASDAQ
SSAAW,Science Strategic Acquisition Corp. Alpha Warrant,NASDAQ
SSAAY,Ssab Swedish Steel A Sh Sk25 P Unsponsored ADR (Sweden),U
SSB,South State Corporation Common Stock,NASDAQ
SSBI,Summit State Bank Common Stock,NASDAQ
SSBP,SSB Bancorp Inc Common Stock,U
SSCFF,SmartCool Systems Inc Ordinary Shares (Canada),U
SSCHF,SMT Scharf Ag Ordinary Shares,U
SSCR,SMSA Crane Acquisition Corp Common Stock,U
SSD,"Simpson Manufacturing Co., Inc.",NYSE
SSDOF,Shiseido Co Ltd Ord Ordinary Shares,U
SSDOY,Shiseido Co Ltd Ord American Depositary Shares,U
SSDRF,SSGA SPDR ETFS EUROPE I PLC SPDR S&P US MIDCAP 400 ETF USD (Ireland),U
SSDT,"Shengshi Elevator International Holding Group, Inc. Common Stock",U
SSEBF,Silver Spruce Resources Inc Ordinary Shares,U
SSEEF,SSGA SPDR ETFS Europe I PLC Shs Exchange Traded Fund (Ireland),U
SSEHF,SSGA SPDR ETFS EUROPE II PLC S&P US HEALTH CARE SEL SEC USD (UCITS) Exchange Traded Fund,U
SSEHW,Senestech Inc Warrant Exp 08/13/2023,U
SSER,Southern Star Energy Corporation Common Stock,U
SSET,"Starstream Entertainment, Inc. Com",U
SSEUF,SSGA SPDR ETFS Europe II Plc Russell 2000 US Small Cap Ucits USD (Ireland),U
SSEXF,SSGA SPDR ETFS Europe II PLC S&P US Communication Services Select Sector UCITS (Ireland),U
SSEZF,SSE Plc Ordinary Shares (United Kingdom),U
SSEZY,SSE Plc Sponsored ADR (United Kingdom),U
SSFT,Sonasoft Corp. Common Stock,U
SSG,ProShares UltraShort Semiconductors,ARCA
SSGAF,SSGA SPDR ETFs Europe I PLC Accum Shares ETF USD (Ireland),U
SSGBF,SSGA SPDR ETFS EUROPE I PLC SPDR BLOOMBERG BARCLAYS 1 3 MONTH T BILL UCITS ETF ACCUMULATION (Ireland),U
SSGFF,SSGA SPDR Etfs Europe II Plc MSCI World Financials UCITS Exchange Traded Fund (Ireland),U
SSGGF,SSGA SPDR ETFS Europe I PLC Exchange Traded Fund USD (Ireland),U
SSGMF,SSGA SPDR ETFS Europe II Plc SPDR MSCI World Telecommunications UCITS ETF (Ireland),U
SSGOF,Stop Sleep Go Inc. Common Stock,U
SSGPF,SSGA SPDR ETFS Europe I PLC Shs ETF USD (Ireland),U
SSGRF,Super Retail Group Ltd Ordinary Shares (Australia),U
SSGSF,SSGA SPDR ETFS EUROPE I PLC SHS EXCHANGE TRADED FUND USD (Ireland),U
SSGUF,SPDR S&P US Utilities Select Sector US Energy Select SEC USD (UCITS) Exchange Traded Fund (Ireland),U
SSGWF,SSGA SPDR ETFs Europe II PLC MSCI World Materials UCITS ETF (Ireland),U
SSGXF,SSGA SPDR ETFs Europe II PLC S&P US Industrials ETF SEL SEC (UCITS) (Ireland),U
SSHC,Southshore Community Bank Apollo Beach Common Stock (Florida),U
SSHKF,Senshukai Co Ltd Ordinary Shares (Japan),U
SSHLF,SUNAC SVCS HLDGS LTD Common Stock,U
SSHLY,Sunac Services Holdings Ltd. American Depositary Receipts - Unsponsored (Cayman Islands),U
SSHPF,Vow ASA Ordinary Shares,U
SSHXF,SSGA SPDR ETFs Europe II PLC MSCI Europe Health Care UCITs,U
SSILF,Sa Sa International Holdings Ltd Ordinary Shares  Cayman Islands(KY ),U
SSKN,"Strata Skin Sciences, Inc. Common Stock",NASDAQ
SSL,Sasol Limited,NYSE
SSLLF,Siltronic AG Ordinary Shares (Germany),U
SSLY,Syntax Stratified SmallCap ETF,ARCA
SSLYF,Sinotrans Shipping Limited Shs (Hong Kong),U
SSLZF,Societa Sportiva Lazio Spa Shares (Italy),U
SSLZY,"Santos, Ltd. American Depositary Receipts - Sponsored",U
SSMFF,SFC Energy AG Ordinary Shares,U
SSMMF,"Samsung Life Insurance Co Ltd, Seoul Ordinary Shares (S. Korea)",U
SSMXF,Sysmex Corporation Ordinary Shares,U
SSMXY,Sysmex Corporation Unsponsored ADR (Japan),U
SSNC,"SS&C Technologies Holdings, Inc. Common Stock",NASDAQ
SSNEF,Sansin Electronics Co Ltd Ordinary Shares (Japan),U
SSNLF,Samsung Elec Co Ltd N-Vtg Ordinary Shares,U
SSNNF,Samsung Electronics Co Ltd Pfd Shares Non Voting,U
SSNT,"SilverSun Technologies, Inc. Common Stock",NASDAQ
SSO,ProShares Ultra S&P500,ARCA
SSOF,"Sixty Six Oilfield Services, Inc. Common Stock",U
SSOK,Sunstock Inc  Common Stock,U
SSP,E.W. Scripps Company (The) Class A Common Stock,NASDAQ
SSPK,Silver Spike Acquisition Corp. Class A Ordinary Shares,NASDAQ
SSPKU,Silver Spike Acquisition Corp. Units,NASDAQ
SSPKW,Silver Spike Acquisition Corp. Warrants,NASDAQ
SSPPF,SSP GROUP PLC Ordinary Shares,U
SSPT,Shot Spirits Corporation Common Stock,U
SSPY,Syntax Stratified LargeCap ETF,ARCA
SSRAP,Saturns Sears Roebuck Accep Corp 7.250% Tr Unit Cl A 06/01/2032,U
SSRC,"SentiSearch, Inc. Common Stock",U
SSREF,Swiss Re Ltd Ordinary Shares (Switzerland),U
SSREY,Swiss Re Ltd Sponsored ADR (Switzerland),U
SSRM,SSR Mining Inc. Common Stock,NASDAQ
SSRSF,Silver Sands Resources Corp Common Stock (Canada),U
SSSAF,Shurgard Self Storage SA Ordinary Shares (Luxembourg),U
SSSB,"Systematic Savings Bank, Springfield Missouri Common Stock",U
SSSEF,SSGA SPDR ETFs Europe II Plc S&P US Financials Sel Sec USD (UCITS) (Ireland),U
SSSGY,Sartorius AG Unsponsored ADR (Germany),U
SSSKY,Showa Shell Sekiyu K K Unsponsored ADR (Japan),U
SSSPF,SSGA SPDR ETFS Europe I PLC Exchange Traded Fund (Ireland),U
SSSS,SuRo Capital Corp. Common Stock,NASDAQ
SSSXF,SSGA SPDR ETFs Europe II PLC MSCI Europe Energy UCITS (Ireland),U
SSTEF,Siam Steel Service Centre Public Co Ltd Foreign Shares (Thailand),U
SSTI,"ShotSpotter, Inc. Common Stock",NASDAQ
SSTK,"SHUTTERSTOCK, INC.",NYSE
SSTRF,Silverstar Holdings Ltd Common Shares,U
SSTT,"SStartrade Tech, Inc. Common Stock",U
SSTU,Sandy Steele Unlimited Inc Common Stock,U
SSTY,Sure Trace Security Corporation Common Stock,U
SSUMF,Sumitomo Corp Ordinary Shares,U
SSUMY,Sumitomo Corp American Depositary Shares,U
SSUR,"StatSure Diagnostic Systems, Inc. Common Stock",U
SSUS,Day Hagan Ned Davis Research Smart Sector ETF,ARCA
SSVC,"SecureD Services, Inc. Common Stock",U
SSVFF,Southern Silver Exploration Corp Ordinary Shares (Canada),U
SSVRF,SUMMA SILVER CORP Common Shares,U
SSWRF,SSGA SPDR ETFS EUROPE I PLC SPDR MSCI WORLD UCITS ETF ACC Exchange Traded Fund  Ireland(IE ),U
SSY,"SunLink Health Systems, Inc",AMEX
SSYNF,Sensyne Health Ltd Ordinary Shares (United Kingdom),U
SSYRF,SASSY RES CORP Common Shares,U
SSYS,"Stratasys, Ltd. Ordinary Shares (Israel)",NASDAQ
SSYT,Systech Systems International Inc Common Stock,U
ST,Sensata Technologies Holding plc,NYSE
STAA,STAAR Surgical Company Common Stock,NASDAQ
STACF,Portex Minerals Inc. Common (Canada),U
STAEF,"Stanley Electric Co., Ltd Ordinary Shares (Japan)",U
STAEY,"Stanley Electric Co., Ltd American Depositary Receipts - Unsponsored",U
STAF,"Staffing 360 Solutions, Inc. Common Stock (DE)",NASDAQ
STAG,"STAG INDUSTRIAL, INC.",NYSE
STAGF,Strabag Ag Ordinary Shares (Germany),U
STAL,Star Alliance International Corp. Common Stock,U
STAOF,Sing Tao News Corp Ltd Ordinary Shares,U
STAR,ISTAR INC,NYSE
STAR PRD,ISTAR INC. Series D Cumulative Redeemable Preferred Stock,NYSE
STAR PRG,ISTAR INC. 7.65% Series G Cumulative Redeemable Preferred Stock,NYSE
STAR PRI,ISTAR INC. 7.50% Series I Cumulative Redeemable Preferred Stock,NYSE
STAU,Star Nutrition Inc. Common Stock,U
STAY,"Extended Stay America, Inc. Paired Shares",NASDAQ
STBA,"S&T Bancorp, Inc. Common Stock",NASDAQ
STBBF,Strabag Se Villach Ordinary Shares (Austria),U
STBEF,STARBREEZE AB Ordinary Shares,U
STBFF,Suntory Beverage & Food Ltd Ordinary Shares (Japan),U
STBFY,Suntory Beverage & Food Ltd American Depositary Shares (Unsponsored)(Japan),U
STBI,"Sturgis Bancorp, Inc. (MI) Common Stock",U
STBK,Studio Bank Common Stock,U
STBMF,St. Barbara Ltd Ordinary Shares (Australia),U
STBMY,St. Barbara Ltd Sponsored ADR (Australia),U
STBV,"Strategic Global Investments, Inc. Common Stock",U
STC,Stewart Information Services Corporation,NYSE
STCB,"Starco Brands, Inc. Common Stock",U
STCC,Sterling Consolidated Corporation Common Stock,U
STCI,Surge Technologies Inc New Common Stock,U
STCN,"Steel Connect, Inc. Common Stock",NASDAQ
STCO,StratoComm Corporation Common Stock,U
STCPF,SELLA CAPITAL REAL ESTATED LTD Common Shares  Israel(IL ),U
STCRQ,Seertech Corporation Common Stock,U
STDAF,Stada Arzneimittel Ag Namen AKT (Germany Federal Republic),U
STDE,Standard Energy Corp Common Stock,U
STE,STERIS plc,NYSE
STECF,SCATEC ASA Ordinary Shares,U
STEP,StepStone Group Inc. Class A Common Stock,NASDAQ
STEV,Stevia Corp. Common Stock,U
STFC,State Auto Financial Corporation Common Stock,NASDAQ
STFR,STEADFAST APT REIT INC Common Stock,U
STFYF,Standard Foods Taiwan Ltd Reg S GDR,U
STG,"Sunlands Technology Group, American Depositary Shares,  each 25 representing one Class A Ordinary Sh",NYSE
STGAF,Sterling Energy PLC Ordinary Shares (United Kingdom),U
STGC,STARTENGINE CROWDFUNDING INC Common Stock,U
STGGQ,"STG Group, Inc. Common Stock",U
STGPF,Scentre Group STAPLED SECURITY Australia (AU ),U
STGRF,STRAKER TRANSLATIONS LTD ORDINARY FULLY PAID (New Zealand),U
STGXF,Smartgroup Corp Ltd Ordinary Shares  (Austrailia),U
STGYF,STINGRAY GROUP INC SUB VTG SHS Other,U
STGZ,Stargaze Entertainment Group Inc. Common Stock,U
STHC,"Southcorp Capital, Inc. Common Stock",U
STHHF,Steinhoff Intl Hldgs NV Ordinary Shares (Netherlands),U
STHI,SPROUT TINY HOMES Common Stock,U
STHLW,Stearns Holdings LLC Warrant Exp 11/05/2039,U
STIC,Northern Star Acquisition Corp.,NYSE
STIC U,"Northern Star Acquisition Corp. Units, each consisting of one share of common stock and one-third of",NYSE
STIC WS,"Northern Star Acquisition Corp. Redeemable warrants, each whole warrant exercisable for shares of Cl",NYSE
STIE,Santaro Interactive Entertainment Co. Common Stock,U
STIM,"Neuronetics, Inc. Common Stock",NASDAQ
STINF,Smithson Investment Trust PLC Ordinary Shares (United Kingdom),U
STIP,iShares 0-5 Year TIPS Bond ETF,ARCA
STJO,"St. Joseph, Inc. Common Stock",U
STJPF,St James Place Capital PLC Ordinary Shares,U
STK,"Columbia Seligman Premium Technology Growth Fund, Inc.",NYSE
STKAF,Stockland Stapled Security (Australia),U
STKKF,STRIKE ENERGY LTD SHS AUD (Austrailia),U
STKL,"SunOpta, Inc. Common Stock",NASDAQ
STKMF,Sotkamo Silver AB Ordinary Shares (Sweden),U
STKR,ProPhotonix Limited. Common Stock,U
STKS,"The ONE Group Hospitality, Inc. Common Stock",NASDAQ
STKXF,"StrikePoint Gold, Inc. Ordinary Shares",U
STL,Sterling Bancorp,NYSE
STL PRA,Sterling Bancorp Depositary Shares each representing ownership of a 1/40th interest in a share of 6.,NYSE
STLA,Stellantis N.V.,NYSE
STLB,STERLING BUSINESS SOLUTIONS INC Common Stock,U
STLC,iShares Factors US Blend Style ETF,BATS
STLD,"Steel Dynamics, Inc.",NASDAQ
STLFF,STILLFRONT GROUP AB Ordinary Shares,U
STLG,iShares Factors US Growth Style ETF,BATS
STLHF,Standard Lithium Ltd Ordinary Shares (Canada),U
STLJF,Stella Jones Inc Ordinary Shares,U
STLM,St Elmo Silver Mines Corp Unclassified,U
STLT,"Spotlight Innovation, Inc. NEW Corporation Common Stock",U
STLV,iShares Factors US Value Style ETF,BATS
STLXF,Stellar AfricaGold Inc. Ordinary Shares,U
STLY,"HG Holdings, Inc. Common Stock",U
STM,STMicroelectronics N.V.,NYSE
STMAF,Star Mica Holdings Co Ltd. Common Stock (Japan),U
STMB,iShares Factors US Mid Blend Style ETF,BATS
STMDF,StartMonday Technology Corp. Ordinary Shares (Canada),U
STMEF,Stmicroelectronics Nv Ordinary Shares,U
STMGF,Stamper Oil & Gas Corp Ordinary Shares,U
STMH,Stem Hldgs Inc Common Shares,U
STMM,Stemcell Hldgs Inc Common Stock,U
STMNF,Sumitomo Metal Mng Wt 12/24/97 Ordinary Shares,U
STMP,Stamps.com Inc.  Common Stock ($0.001 Par Value),NASDAQ
STMRF,"Stanmore Coal Ltd., Brisbane Ordinary Shares (Austrailia)",U
STMWF,St Mowden Properties PLC Ordinary Shares (United Kingdom),U
STMZF,Scottish Mortgage Invt Tr PLC Ordinary Shares GBP,U
STN,"Stantec, Inc.",NYSE
STNC,Stance Equity ESG Large Cap Core ETF,ARCA
STND,Standard AVB Financial Corp. Common Stock,NASDAQ
STNDF,SANTANDER UK PLC 8 5/8 % NON -CUM STERLING Preference Shares United Kingdom(GB ),U
STNE,StoneCo Ltd. Class A Common Shares,NASDAQ
STNG,Scorpio Tankers Inc.,NYSE
STNRF,STINGER RES INC COM (Canada),U
STNT,Stevia Nutra Corp. Common Stock,U
STNX,"Startronix International, Inc. Common Stock",U
STOHF,Equinor ASA Ordinary Shares,U
STOK,"Stoke Therapeutics, Inc. Common Stock",NASDAQ
STON,StoneMor Inc.,NYSE
STOR,STORE Capital Corporation,NYSE
STOSF,"Santos, Ltd. Ordinary Shares",U
STOT,SPDR DoubleLine Short Duration Total Return Tactical ETF,BATS
STPC,Star Peak Corp II,NYSE
STPC U,"Star Peak Corp II Units, each consisting of one share of Class A common stock and one-fourth of one",NYSE
STPC WS,"Star Peak Corp II Warrants, each whole warrant exercisable for one share of Class A common stock at",NYSE
STPGF,Steppe Gold Limited Common Shares,U
STPJF,Southern Pacific Resource Corp Ordinary Shares (Canada),U
STPK,Star Peak Energy Transition Corp.,NYSE
STPK U,"Star Peak Energy Transition Corp. Units, each consisting of one share of Class A common stock, and o",NYSE
STPK WS,"Star Peak Energy Transition Corp. Warrants, each whole warrant exercisable for one share of Class A",NYSE
STPRF,Stenprop Ltd Ordinary Shares (United Kingdom),U
STPZ,PIMCO 1-5 Year U.S. TIPS Index Exchange-Traded Fund,ARCA
STQN,"Strategic Acquisitions, Inc. Common Stock",U
STQNF,Strandline Res Ltd. Ordinary Shares (Australia),U
STRA,"Strategic Education, Inc. Common Stock",NASDAQ
STRB,Strasbaugh Common Stock,U
STRE U,"Supernova Partners Acquisition Company III, Ltd. Units, each consisting of one Class A ordinary shar",NYSE
STREF,Sthree Group Limited London Ordinary Shares (United Kingdom),U
STRH,Star8 Corp. Common Stock,U
STRI,"STR Holdings, Inc. Common Stock",U
STRL,Sterling Construction Company Inc Common Stock,NASDAQ
STRM,"Streamline Health Solutions, Inc. Common Stock",NASDAQ
STRNY,Severn Trent Plc Sponsored ADR (UK),U
STRO,"Sutro Biopharma, Inc. Common Stock",NASDAQ
STRPF,STARR PEAK MNG LTD Ordinary Shares,U
STRR,"Star Equity Holdings, Inc. Common Stock",NASDAQ
STRRF,Satori Resources Inc Common Shares,U
STRRP,"Star Equity Holdings, Inc. Series A Cumulative Perpetual Preferred Stock",NASDAQ
STRS,Stratus Properties Inc. Common Stock,NASDAQ
STRT,STRATTEC SECURITY CORPORATION Common Stock,NASDAQ
STRUF,Saturn Metals Ltd Common Stock (Australia),U
STRXF,Pure Hydrogen Corp Ltd. Common Shares,U
STRYF,Storytel AB Ordinary Shares (Sweden),U
STRZ,"Star Buffet, Inc. Common Stock",U
STSA,"Satsuma Pharmaceuticals, Inc. Common Stock",NASDAQ
STSB,iShares Factors US Small Blend Style ETF,BATS
STSBF,South Star Mining Corp Ordinary Shares,U
STSC,"Start Scientific, Inc. Common Stock",U
STSEY,Stratec SE Unsponsored ADR (Germany),U
STSFF,Smartstop Self Storage REIT Inc Class A Common Shares,U
STSN,"Stemsation International, Inc. Common Stock",U
STT,State Street Corporation,NYSE
STT PRD,"State Street Corporation Depository Shares, each representing a 1/4000th ownership interest in a sha",NYSE
STT PRG,"State Street Corporation Depositary shares, each representing a 1/4,000th ownership interest in a sh",NYSE
STTDF,Standard Uranium Ltd. Common Stock (Canada),U
STTH,"Stealth Technologies, Inc. Common Stock",U
STTK,"Shattuck Labs, Inc. Common Stock",NASDAQ
STTLF,Structural Monitoring Systems PLC Chess Depositary Interests (United Kingdom),U
STTSY,Straits Trading Company Limited (The) Unsponsored ADR (Singapore),U
STTTF,Splitit Ltd Ordinary Shares (Israel),U
STTX,"Stratex Oil & Gas Holdings, Inc. Common Stock",U
STUO,"STI Group, Inc. Common Stock",U
STUPF,Straightup Resources Inc Common Stock (Canada),U
STUUF,Streettracks S&P/ASX 200 Listed Property Fund Units,U
STVA,Stevva Corp. Common Stock,U
STVGF,STEVENS GOLD NEV INC Common Shares,U
STVMF,STAVELY MINERALS LTD Ordinary Shares (Australia),U
STWC,"STWC Holdings, Inc. Common Stock",U
STWD,"STARWOOD PROPERTY TRUST, INC.",NYSE
STWO,ACON S2 Acquisition Corp. Class A Ordinary Shares,NASDAQ
STWOU,ACON S2 Acquisition Corp. Unit,NASDAQ
STWOW,ACON S2 Acquisition Corp. Warrant,NASDAQ
STWRY,Software AG Sponsored ADR (Germany Federal Republic),U
STX,Seagate Technology PLC Ordinary Shares (Ireland),NASDAQ
STXB,"Spirit of Texas Bancshares, Inc. Common Stock",NASDAQ
STXMF,Starrex International Ltd Ordinary Shares,U
STXPF,"STUHINI EXPL LTD, COM (Canada)",U
STXS,"Stereotaxis, Inc. Common Stock",AMEX
STYDF,Sitoy Group Holdings Ltd. Ordinary Shares (Cayman Islands),U
STYLA,"Styleclick, Inc. Class A Common Stcok",U
STYS,"Stinger Systems, Inc. Common Stock",U
STZ,"Constellation Brands, Inc.",NYSE
STZ B,"CONSTELLATION BRANDS, INC. CLASS B",NYSE
STZHF,Stelco Holdings Inc Common Stock,U
STZU,Sun Tzu Corp. Common Stock,U
SU,"Suncor Energy, Inc.",NYSE
SUAFF,GLOBAL FERRONICKEL HLDGS INC Ordinary Shares,U
SUB,iShares Short-Term National Muni Bond ETF,ARCA
SUBB,Suburban Minerals Corp. NEW Common Stock,U
SUBCY,Subsea 7 S.A. American Depositary Shares,U
SUBZ,Roundhill Streaming Services & Technology ETF,ARCA
SUCEF,Sumitomo Osaka Cement Ordinary Shares,U
SUDFF,Suda Ltd Common Shares (Australia),U
SUDKY,Studsvik AB Unsponsored ADR (Sweden),U
SUEZF,Suedzucker Ag Mannheim/Och Pfd Ordinary Shares,U
SUEZY,Suedzucker AG Unsponsored ADR (Germany),U
SUFF,Ophir Resources Company Common Stock,U
SUGBY,Suruga Bank Limited ADR,U
SUGR,Sugar Creek Financial Corp. Common Stock,U
SUGVF,Surgical Innovations Group PLC Ordinary Shares United Kingdom(GB ),U
SUHJF,Sun Hung Kai Pptys Ltd Ord Ordinary Shares,U
SUHJY,Sun Hung Kai Pptys Ltd Ord American Depositary Shares,U
SUI,"Sun Communities, Inc",NYSE
SUIC,Sino United Worldwide Consolidated Ltd. Common Stock,U
SUIFF,Superior Mining International Corporation Ordinary Shares,U
SUJAF,ISHARES IV PLC MSCI JAPAN SRI UCITS ETF (Ireland),U
SULMF,SULLIDEN MNG CAP INC Common Shares,U
SULR,SmartETFs Sustainable Energy II ETF,BATS
